"name","alt.name","venue"
"","","Idaho D3 Division 1 U13"
"","FLATHEAD FORCE GREEN 2005B-CL","Pend Orielle Cup U13 Boys Gold"
"","MISSOULA STRIKERS RED 2005B-CL","Pend Orielle Cup U13 Boys Gold"
"","TBA","Idaho D3 Division 1 U13"
"","THUSC Beaverton","Portland Cup Silver U13"
"3 Rivers Black B05","3RSC B05 BLACK (WA)","Bigfoot Gold U13"
"3 Rivers Black B05","3RSC B05 RCL Black","RCL B05 Div 1"
"3 Rivers Black B05","3RSC B05 BLACK (WA)","Nike Crossfire Challenge Gold Group U13"
"3 Rivers White B05","Three Rivers 05","Sounders FC Cup BU13 Silver"
"3 Rivers White B05","THREE RIVERS 3RSC B05 WHITE (WA)","River City Challenge Boys U13 Gold (2005) U13"
"3 Rivers White B05","Three Rivers Soccer Club 3rsc B05 pspl White","PSPL Copa 1 - East Red U13"
"4-H Cosmos B05","4-H 05B Cosmos","PTT B05 Division 1 Green SE"
"4-H Cosmos B05","4H Cosmos","Chinook Cup U13"
"4-H FC Joga B05","4-H 05B Joga Jr","PTT B05 Premier"
"4-H FC Joga B05","4H FC JOGA JUNIORS B05 (OR)","Bigfoot Gold U13"
"4-H McMinnville United B05","4-H 05B McMinnville United","PTT B05 Division 1 Green SE"
"4-H McMinnville United B05","4-H 05B McMinnville United","OYS PTT Presidents Cup B05"
"4-H Toros FC B05","4-H Toros FC","Beaverton Cup U13 Gold"
"Academia de Futebol ADF B05","ADF 05B","PTT B05 Premier"
"Academia de Futebol ADF B05","ADF PORTLAND ADF 05","NW Champions Cup BOYS 05"
"Academia de Futebol ADF B05","ADF PORTLAND 05","Clash At the Border Super Gold/Silver"
"Academia de Futebol ADF B06","ADF 06 Boys","Beaverton Cup U13 Gold"
"Academia Leon B05","Academia Leon FC 05B","PTT B05 Division 1 Green SE"
"Aguilas Seattle FC Lions B05","Aguilas Seattle F.C. Lions","PSPL Classic 1 - West U13"
"Aloha United Atletico Black B05","ALOHA UNITED BLACK (OR)","Bend Premier Cup Fanendo Adi (Gold/Silver) Division U13"
